4,5,0,4,1,3
3
",인,천,광,역,시, ,남,동,구, ,논,현,동, ,6,7,8,-,2, ,제,일,타,워
1,층,1,0,3,호,"
콜,다,방
다,방
1,7,6,5,9,8,.,0,8,4,1
84542,1,서울특별시 광진구 자양동 779번지 타워더모스트광진아크로텔 110호,스타벅스커피 자양사거리점,커피숍,207202.1366,448365.6601
84561,1,서울특별시 노원구 월계동 333-1번지,스타벅스월계이마트점,커피숍,205391.0704,458333.9892
84632,1,서울특별시 강동구 천호동 453-14번지,스타벅스 천호로데오점,커피숍,211184.9085,448405.5485
84634,1,서울특별시 강동구 성내동 441-2번지,스타벅스 둔촌동점,커피숍,211769.2321,446732.6402
84795,1,서울특별시 강동구 성내동 468번지 현대토파즈 101호,스타벅스커피 올림픽공원 북문점,커피숍,211064.097,447034.5346
84875,1,서울특별시 강동구 천호동 447-17번지,스타벅스 강동역점,커피숍,211712.4293,448270.9577
85033,1,서울특별시 강남구 삼성동 141-28번지 동신빌딩,스타벅스 선릉동신빌딩R점,커피숍,204389.2637,444809.6501
85051,1,서울특별시 금천구 시흥동 904-22번지 지상1층,스타벅스 금천시흥점,커피숍,191368.5221,438529.3631
85187,1,서울특별시 강남구 역삼동 697-45번지,스타벅스 선릉로점,커피숍,204061.415,444757.5319
85357,1,서울특별시 금천구 가산동 371-28번지 우림라이온스밸리 B-107.108,스타벅스가산디지털점,커피숍,189538.0209,441982.4279
85504,1,서울특별시 강동구 성내동 62-4번지 태승빌딩1층,스타벅스천호역점,커피숍,210921.8374,448409.2657
85516,1,서울특별시 금천구 가산동 60-27번지 지하1층 (디지털단지로 285),스타벅스 W-Mall점,커피숍,189997.4557,441687.8412
85616,1,서울특별시 금천구 가산동 50-3번지 대륭포스트타워6차 106호,스타벅스 가산디지털단지역,커피숍,189662.9592,442139.5145
85644,1,서울특별시 강서구 방화동 293-4 외 2필지 세움빌딩 (지상 2~3층),스타벅스 방화DT,커피숍,183704.3002,452482.3973
85858,1,서울특별시 강북구 미아동 35-30번지 외 2필지,스타벅스커피 미아사거리역점,커피숍,202647.3924,456612.3679
85916,1,서울특별시 광진구 자양동 507-6번지 이튼타워리버2지구 108호,스타벅스(자양점),커피숍,206043.3588,448141.6654
85966,1,서울특별시 금천구 독산동 291-1번지 TL108,스타벅스커피 금천독산점,커피숍,190694.8803,440764.4263
86008,1,서울특별시 금천구 가산동 60-20번지 마리오아울렛3관 지상1층,스타벅스 커피 마리오아울렛점,커피숍,189759.7131,441814.1159
86291,1,서울특별시 노원구 상계동 712 1층,스타벅스 노원역점,커피숍,205226.6368,461377.8231
86547,1,서울특별시 노원구 상계동 723번지,스타벅스 노원케이티(KT)점,커피숍,205550.9084,461343.0622
87011,1,서울특별시 송파구 문정동 150-26번지 훼미리샤르망 101~104호,스타벅스커피 올림픽훼미리점,커피숍,210226.6978,443267.2288
87042,1,서울특별시 송파구 방이동 22-5번지,스타벅스 송파구청점,커피숍,209427.4102,445829.7259
87066,1,서울특별시 영등포구 여의도동 23번지 IFC몰 지하1층 178호,스타벅스여의도IFC몰(L1)R,커피숍,193326.931,446973.9146
87239,1,서울특별시 송파구 문정동 292번지 가든파이브 툴동 지하1층 이마트내 B1-26,스타벅스 가든파이브,커피숍,210535.0896,442137.5787
87262,1,서울특별시 송파구 신천동 7-30번지,스타벅스 잠실대교 남단R점,커피숍,208688.1551,445954.1766
87401,1,서울특별시 종로구 서린동 33번지,스타벅스영풍문고점,커피숍,198351.8187,451921.603
87408,1,서울특별시 종로구 교북동 126번지 경희궁자이 4단지,스타벅스 독립문역,커피숍,196732.9524,451863.8263
87423,1,서울특별시 종로구 적선동 156번지 광화문플래티넘 1층 101호,스타벅스정부서울청사R,커피숍,197595.1613,452460.0546
87445,1,서울특별시 종로구 인의동 48-2번지,스타벅스주얼리시티점,커피숍,199812.6096,452132.6483
87549,1,서울특별시 종로구 사직동 9번지 광화문 풍림스페이스본,스타벅스 스페이스본점,커피숍,197181.3933,452458.8267
87640,1,서울특별시 종로구 명륜3가 154-3번지 지상1~2층,스타벅스성대입구점,커피숍,199782.5422,453412.7926
87704,1,서울특별시 종로구 신문로1가 163번지 광화문오피시아빌딩103호203호,스타벅스 새문안로점,커피숍,197713.2649,451938.0377
87910,1,서울특별시 서초구 서초동 1623-1번지 1층,스타벅스 서울교대점,커피숍,201279.4432,442806.7092
